,group1,group2,test_stat,p_value
217,"('gigapath', 'gabmil-8_heads', 'MLP')","('resnet18', 'GAP', 'MLP')",794.0,9.722498361952603e-10
218,"('gigapath', 'gabmil-8_heads', 'MLP')","('resnet18', 'GAP', 'lr')",815.0,9.094947017729282e-12
219,"('gigapath', 'gabmil-8_heads', 'MLP')","('resnet18', 'GAP', 'xgb')",803.0,1.8826540326699615e-10
220,"('gigapath', 'gabmil-8_heads', 'MLP')","('resnet18', 'abmil-1_heads', 'MLP')",812.0,2.2737367544323206e-11
221,"('gigapath', 'gabmil-8_heads', 'MLP')","('resnet18', 'abmil-8_heads', 'MLP')",815.0,9.094947017729282e-12
222,"('gigapath', 'gabmil-8_heads', 'MLP')","('resnet18', 'gabmil-1_heads', 'MLP')",813.0,1.7280399333685637e-11
223,"('gigapath', 'gabmil-8_heads', 'MLP')","('resnet18', 'gabmil-8_heads', 'MLP')",815.0,9.094947017729282e-12
224,"('gigapath', 'gabmil-8_heads', 'MLP')","('uni', 'GAP', 'MLP')",740.0,7.025937520666048e-07
225,"('gigapath', 'gabmil-8_heads', 'MLP')","('uni', 'GAP', 'lr')",655.0,0.00033773328959796345
226,"('gigapath', 'gabmil-8_heads', 'MLP')","('uni', 'GAP', 'xgb')",727.0,2.2638150767306797e-06
227,"('gigapath', 'gabmil-8_heads', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",185.0,0.9964292414605401
228,"('gigapath', 'gabmil-8_heads', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",333.0,0.8494692436606783
229,"('gigapath', 'gabmil-8_heads', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",224.0,0.9831893043330204
230,"('gigapath', 'gabmil-8_heads', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",264.0,0.9759177575260765
231,"('gigapath', 'gigapath_cls', 'MLP')","('gigapath', 'gigapath_cls', 'lr')",13.0,0.9999999999363354
232,"('gigapath', 'gigapath_cls', 'MLP')","('gigapath', 'gigapath_cls', 'xgb')",108.0,0.9999928495535642
233,"('gigapath', 'gigapath_cls', 'MLP')","('gigapath', 'gigapath_pool', 'MLP')",49.0,0.9999999776264303
234,"('gigapath', 'gigapath_cls', 'MLP')","('gigapath', 'gigapath_pool', 'lr')",8.0,0.9999999999827196
235,"('gigapath', 'gigapath_cls', 'MLP')","('gigapath', 'gigapath_pool', 'xgb')",25.0,0.999999999306965
236,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'GAP', 'MLP')",34.0,0.9999999970777935
237,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'GAP', 'lr')",33.0,0.9999999974852471
238,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'GAP', 'xgb')",42.0,0.9999999909450707
239,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'PRISM', 'MLP')",4.0,0.9999999999954525
240,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'PRISM', 'lr')",7.0,0.9999999999872671
241,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'PRISM', 'xgb')",0.0,1.0
242,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'abmil-1_heads', 'MLP')",28.0,0.9999999988531272
243,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'abmil-8_heads', 'MLP')",15.0,0.9999999998999556
244,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'gabmil-1_heads', 'MLP')",25.0,0.999999999306965
245,"('gigapath', 'gigapath_cls', 'MLP')","('prism', 'gabmil-8_heads', 'MLP')",12.0,0.9999999999499778
246,"('gigapath', 'gigapath_cls', 'MLP')","('resnet18', 'GAP', 'MLP')",270.0,0.9529936058342967
247,"('gigapath', 'gigapath_cls', 'MLP')","('resnet18', 'GAP', 'lr')",60.0,0.9999999182800821
248,"('gigapath', 'gigapath_cls', 'MLP')","('resnet18', 'GAP', 'xgb')",127.0,0.9999707705710534
249,"('gigapath', 'gigapath_cls', 'MLP')","('resnet18', 'abmil-1_heads', 'MLP')",286.0,0.9527505132091392
250,"('gigapath', 'gigapath_cls', 'MLP')","('resnet18', 'abmil-8_heads', 'MLP')",111.0,0.9999909704856691
251,"('gigapath', 'gigapath_cls', 'MLP')","('resnet18', 'gabmil-1_heads', 'MLP')",235.0,0.9914211191262439
252,"('gigapath', 'gigapath_cls', 'MLP')","('resnet18', 'gabmil-8_heads', 'MLP')",145.0,0.9999033270514701
253,"('gigapath', 'gigapath_cls', 'MLP')","('uni', 'GAP', 'MLP')",26.0,0.9999999991778168
254,"('gigapath', 'gigapath_cls', 'MLP')","('uni', 'GAP', 'lr')",18.0,0.9999999998117346
255,"('gigapath', 'gigapath_cls', 'MLP')","('uni', 'GAP', 'xgb')",0.0,1.0
256,"('gigapath', 'gigapath_cls', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",15.0,0.999999916665675
257,"('gigapath', 'gigapath_cls', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",5.0,0.9999999999936335
258,"('gigapath', 'gigapath_cls', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",13.0,0.9999999999363354
259,"('gigapath', 'gigapath_cls', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",8.0,0.9999999999827196
260,"('gigapath', 'gigapath_cls', 'lr')","('gigapath', 'gigapath_cls', 'xgb')",783.0,5.218680598773062e-09
261,"('gigapath', 'gigapath_cls', 'lr')","('gigapath', 'gigapath_pool', 'MLP')",681.0,7.019707300059963e-05
262,"('gigapath', 'gigapath_cls', 'lr')","('gigapath', 'gigapath_pool', 'lr')",193.0,0.9970123577329145
263,"('gigapath', 'gigapath_cls', 'lr')","('gigapath', 'gigapath_pool', 'xgb')",710.0,9.02951433090493e-06
264,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'GAP', 'MLP')",313.0,0.9039020247755616
265,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'GAP', 'lr')",72.0,0.999999707918505
266,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'GAP', 'xgb')",553.0,0.027405145639932016
267,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'PRISM', 'MLP')",4.0,0.9999999999954525
268,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'PRISM', 'lr')",18.0,0.9999999998117346
269,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'PRISM', 'xgb')",1.0,0.9999999999990905
270,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'abmil-1_heads', 'MLP')",68.0,0.9999998062412487
271,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'abmil-8_heads', 'MLP')",28.0,0.9999999988531272
272,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'gabmil-1_heads', 'MLP')",58.0,0.999999934778316
273,"('gigapath', 'gigapath_cls', 'lr')","('prism', 'gabmil-8_heads', 'MLP')",46.0,0.999999208726325
274,"('gigapath', 'gigapath_cls', 'lr')","('resnet18', 'GAP', 'MLP')",763.0,9.68864684524409e-08
275,"('gigapath', 'gigapath_cls', 'lr')","('resnet18', 'GAP', 'lr')",699.0,8.085769458988906e-06
276,"('gigapath', 'gigapath_cls', 'lr')","('resnet18', 'GAP', 'xgb')",799.0,4.065441316924989e-10
277,"('gigapath', 'gigapath_cls', 'lr')","('resnet18', 'abmil-1_heads', 'MLP')",793.0,1.1468728189356625e-09
278,"('gigapath', 'gigapath_cls', 'lr')","('resnet18', 'abmil-8_heads', 'MLP')",797.0,5.820766091346741e-10
279,"('gigapath', 'gigapath_cls', 'lr')","('resnet18', 'gabmil-1_heads', 'MLP')",783.0,5.218680598773062e-09
280,"('gigapath', 'gigapath_cls', 'lr')","('resnet18', 'gabmil-8_heads', 'MLP')",811.5,3.001332515850663e-11
281,"('gigapath', 'gigapath_cls', 'lr')","('uni', 'GAP', 'MLP')",389.0,0.6125023826898541
282,"('gigapath', 'gigapath_cls', 'lr')","('uni', 'GAP', 'lr')",82.0,0.9999992282309904
283,"('gigapath', 'gigapath_cls', 'lr')","('uni', 'GAP', 'xgb')",422.0,0.43925353504255327
284,"('gigapath', 'gigapath_cls', 'lr')","('uni', 'abmil-1_heads', 'MLP')",37.0,0.9999999954725354
285,"('gigapath', 'gigapath_cls', 'lr')","('uni', 'abmil-8_heads', 'MLP')",22.0,0.9999999995934559
286,"('gigapath', 'gigapath_cls', 'lr')","('uni', 'gabmil-1_heads', 'MLP')",29.0,0.9999999986512194
287,"('gigapath', 'gigapath_cls', 'lr')","('uni', 'gabmil-8_heads', 'MLP')",18.0,0.9999999998117346
288,"('gigapath', 'gigapath_cls', 'xgb')","('gigapath', 'gigapath_pool', 'MLP')",65.0,0.9999998588527887
289,"('gigapath', 'gigapath_cls', 'xgb')","('gigapath', 'gigapath_pool', 'lr')",5.0,0.9999999999936335
290,"('gigapath', 'gigapath_cls', 'xgb')","('gigapath', 'gigapath_pool', 'xgb')",26.0,0.9999999991778168
291,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'GAP', 'MLP')",13.0,0.9999999999363354
292,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'GAP', 'lr')",19.0,0.9999999997698978
293,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'GAP', 'xgb')",26.0,0.9999999991778168
294,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'PRISM', 'MLP')",0.0,1.0
295,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'PRISM', 'lr')",2.0,0.999999999998181
296,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'PRISM', 'xgb')",0.0,1.0
297,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'abmil-1_heads', 'MLP')",16.0,0.9999999998753992
298,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'abmil-8_heads', 'MLP')",0.0,1.0
299,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'gabmil-1_heads', 'MLP')",12.0,0.9999999999499778
300,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'gabmil-8_heads', 'MLP')",3.0,0.9999999999972715
301,"('gigapath', 'gigapath_cls', 'xgb')","('resnet18', 'GAP', 'MLP')",588.0,0.007938110973555013
302,"('gigapath', 'gigapath_cls', 'xgb')","('resnet18', 'GAP', 'lr')",125.0,0.9999746084140497
303,"('gigapath', 'gigapath_cls', 'xgb')","('resnet18', 'GAP', 'xgb')",321.0,0.8841313372395234
304,"('gigapath', 'gigapath_cls', 'xgb')","('resnet18', 'abmil-1_heads', 'MLP')",593.0,0.00651291589201719
305,"('gigapath', 'gigapath_cls', 'xgb')","('resnet18', 'abmil-8_heads', 'MLP')",315.0,0.8992033025524506
306,"('gigapath', 'gigapath_cls', 'xgb')","('resnet18', 'gabmil-1_heads', 'MLP')",536.0,0.0459120308241836
307,"('gigapath', 'gigapath_cls', 'xgb')","('resnet18', 'gabmil-8_heads', 'MLP')",449.0,0.3042529109879979
308,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'GAP', 'MLP')",0.0,1.0
309,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'GAP', 'lr')",0.0,1.0
310,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'GAP', 'xgb')",6.0,0.999999999990905
311,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'abmil-1_heads', 'MLP')",2.0,0.999999999998181
312,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'abmil-8_heads', 'MLP')",0.0,1.0
313,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'gabmil-1_heads', 'MLP')",0.0,1.0
314,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'gabmil-8_heads', 'MLP')",0.0,1.0
315,"('gigapath', 'gigapath_pool', 'MLP')","('gigapath', 'gigapath_pool', 'lr')",45.0,0.9999999865412974
316,"('gigapath', 'gigapath_pool', 'MLP')","('gigapath', 'gigapath_pool', 'xgb')",549.0,0.031092046418052632
317,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'GAP', 'MLP')",81.0,0.999991914230541
318,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'GAP', 'lr')",37.0,0.9999999954725354
319,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'GAP', 'xgb')",279.0,0.9614996928612527
320,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'PRISM', 'MLP')",0.0,1.0
321,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'PRISM', 'lr')",7.0,0.9999999999872671
322,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'PRISM', 'xgb')",0.0,1.0
323,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'abmil-1_heads', 'MLP')",37.0,0.9999999954725354
324,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'abmil-8_heads', 'MLP')",1.0,0.9999999999990905
325,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'gabmil-1_heads', 'MLP')",28.0,0.9999999988531272
326,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'gabmil-8_heads', 'MLP')",21.0,0.9999999996625775
327,"('gigapath', 'gigapath_pool', 'MLP')","('resnet18', 'GAP', 'MLP')",746.0,3.940094757126644e-07
328,"('gigapath', 'gigapath_pool', 'MLP')","('resnet18', 'GAP', 'lr')",437.0,0.36227724709442555
329,"('gigapath', 'gigapath_pool', 'MLP')","('resnet18', 'GAP', 'xgb')",660.0,0.00025401910261280136
330,"('gigapath', 'gigapath_pool', 'MLP')","('resnet18', 'abmil-1_heads', 'MLP')",748.0,3.2298339647240937e-07
331,"('gigapath', 'gigapath_pool', 'MLP')","('resnet18', 'abmil-8_heads', 'MLP')",715.0,6.105349712015595e-06
332,"('gigapath', 'gigapath_pool', 'MLP')","('resnet18', 'gabmil-1_heads', 'MLP')",740.0,7.025937520666048e-07
333,"('gigapath', 'gigapath_pool', 'MLP')","('resnet18', 'gabmil-8_heads', 'MLP')",757.0,1.267735569854267e-07
334,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'GAP', 'MLP')",53.0,0.9999999635792847
335,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'GAP', 'lr')",3.0,0.9999999999972715
336,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'GAP', 'xgb')",196.0,0.9983993384630594
337,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",0.0,1.0
338,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",0.0,1.0
339,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",0.0,1.0
340,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",0.0,1.0
341,"('gigapath', 'gigapath_pool', 'lr')","('gigapath', 'gigapath_pool', 'xgb')",797.0,5.820766091346741e-10
342,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'GAP', 'MLP')",505.0,0.10320648256856657
343,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'GAP', 'lr')",104.0,0.9999947975129544
344,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'GAP', 'xgb')",670.0,4.664742938977577e-05
345,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'PRISM', 'MLP')",18.0,0.9999999998117346
346,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'PRISM', 'lr')",25.0,0.999999999306965
347,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'PRISM', 'xgb')",22.0,0.9999999995934559
348,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'abmil-1_heads', 'MLP')",87.0,0.9999987781347954
349,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'abmil-8_heads', 'MLP')",36.0,0.9999999960800778
350,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'gabmil-1_heads', 'MLP')",77.0,0.999999520806341
351,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'gabmil-8_heads', 'MLP')",70.0,0.9999997617105691
352,"('gigapath', 'gigapath_pool', 'lr')","('resnet18', 'GAP', 'MLP')",765.0,8.33343249567458e-08
353,"('gigapath', 'gigapath_pool', 'lr')","('resnet18', 'GAP', 'lr')",756.0,1.6319930214068652e-07
354,"('gigapath', 'gigapath_pool', 'lr')","('resnet18', 'GAP', 'xgb')",814.0,1.2732925824820995e-11
355,"('gigapath', 'gigapath_pool', 'lr')","('resnet18', 'abmil-1_heads', 'MLP')",807.0,8.003553375601768e-11
356,"('gigapath', 'gigapath_pool', 'lr')","('resnet18', 'abmil-8_heads', 'MLP')",813.0,1.7280399333685637e-11
357,"('gigapath', 'gigapath_pool', 'lr')","('resnet18', 'gabmil-1_heads', 'MLP')",808.0,6.366462912410498e-11
358,"('gigapath', 'gigapath_pool', 'lr')","('resnet18', 'gabmil-8_heads', 'MLP')",815.0,9.094947017729282e-12
359,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'GAP', 'MLP')",618.0,0.0022224060085136443
360,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'GAP', 'lr')",130.0,0.9999640099131284
361,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'GAP', 'xgb')",586.0,0.0031173125063974176
362,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'abmil-1_heads', 'MLP')",45.0,0.9999999865412974
363,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'abmil-8_heads', 'MLP')",55.0,0.9999999538658813
364,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'gabmil-1_heads', 'MLP')",47.0,0.9999999825986379
365,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'gabmil-8_heads', 'MLP')",38.0,0.9999999947813194
366,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'GAP', 'MLP')",79.0,0.999999418927473
367,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'GAP', 'lr')",40.0,0.9999999931023922
368,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'GAP', 'xgb')",130.0,0.999857352883849
369,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'PRISM', 'MLP')",0.0,1.0
370,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'PRISM', 'lr')",5.0,0.9999999999936335
371,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'PRISM', 'xgb')",0.0,1.0
372,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'abmil-1_heads', 'MLP')",42.0,0.9999999909450707
373,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'abmil-8_heads', 'MLP')",13.0,0.9999999999363354
374,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'gabmil-1_heads', 'MLP')",36.0,0.9999999960800778
375,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'gabmil-8_heads', 'MLP')",25.0,0.999999999306965
376,"('gigapath', 'gigapath_pool', 'xgb')","('resnet18', 'GAP', 'MLP')",739.0,7.717690095887519e-07
377,"('gigapath', 'gigapath_pool', 'xgb')","('resnet18', 'GAP', 'lr')",285.0,0.9540879691758164
378,"('gigapath', 'gigapath_pool', 'xgb')","('resnet18', 'GAP', 'xgb')",574.0,0.01342636028311972
379,"('gigapath', 'gigapath_pool', 'xgb')","('resnet18', 'abmil-1_heads', 'MLP')",747.0,3.5687207855517045e-07
380,"('gigapath', 'gigapath_pool', 'xgb')","('resnet18', 'abmil-8_heads', 'MLP')",677.0,9.074450372281717e-05
381,"('gigapath', 'gigapath_pool', 'xgb')","('resnet18', 'gabmil-1_heads', 'MLP')",733.0,1.3368562576943077e-06
382,"('gigapath', 'gigapath_pool', 'xgb')","('resnet18', 'gabmil-8_heads', 'MLP')",727.0,2.2638150767306797e-06
383,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'GAP', 'MLP')",52.0,0.9999999676965672
384,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'GAP', 'lr')",19.0,0.9999999997698978
385,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'GAP', 'xgb')",71.0,0.9999997360737325
386,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'abmil-1_heads', 'MLP')",12.0,0.9999999999499778
387,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'abmil-8_heads', 'MLP')",3.0,0.9999999999972715
388,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'gabmil-1_heads', 'MLP')",10.0,0.9999999999699867
389,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'gabmil-8_heads', 'MLP')",5.0,0.9999999999936335
390,"('prism', 'GAP', 'MLP')","('prism', 'GAP', 'lr')",41.0,0.9999999920901246
391,"('prism', 'GAP', 'MLP')","('prism', 'GAP', 'xgb')",691.0,3.5990086871606763e-05
392,"('prism', 'GAP', 'MLP')","('prism', 'PRISM', 'MLP')",7.0,0.9999999999872671
393,"('prism', 'GAP', 'MLP')","('prism', 'PRISM', 'lr')",33.0,0.9999996852408785
394,"('prism', 'GAP', 'MLP')","('prism', 'PRISM', 'xgb')",0.0,1.0
395,"('prism', 'GAP', 'MLP')","('prism', 'abmil-1_heads', 'MLP')",54.0,0.9999999589863364
396,"('prism', 'GAP', 'MLP')","('prism', 'abmil-8_heads', 'MLP')",31.0,0.9999999981491783
397,"('prism', 'GAP', 'MLP')","('prism', 'gabmil-1_heads', 'MLP')",50.0,0.999999974680577
398,"('prism', 'GAP', 'MLP')","('prism', 'gabmil-8_heads', 'MLP')",39.0,0.999999993995516
399,"('prism', 'GAP', 'MLP')","('resnet18', 'GAP', 'MLP')",776.0,1.3458702596835792e-08
400,"('prism', 'GAP', 'MLP')","('resnet18', 'GAP', 'lr')",650.0,0.0004456084598132293
401,"('prism', 'GAP', 'MLP')","('resnet18', 'GAP', 'xgb')",745.0,4.3468298827065155e-07
402,"('prism', 'GAP', 'MLP')","('resnet18', 'abmil-1_heads', 'MLP')",788.0,2.5147528504021466e-09
403,"('prism', 'GAP', 'MLP')","('resnet18', 'abmil-8_heads', 'MLP')",781.0,6.897607818245888e-09
404,"('prism', 'GAP', 'MLP')","('resnet18', 'gabmil-1_heads', 'MLP')",788.0,2.5147528504021466e-09
405,"('prism', 'GAP', 'MLP')","('resnet18', 'gabmil-8_heads', 'MLP')",793.0,1.1468728189356625e-09
406,"('prism', 'GAP', 'MLP')","('uni', 'GAP', 'MLP')",497.0,0.12396359589092754
407,"('prism', 'GAP', 'MLP')","('uni', 'GAP', 'lr')",105.0,0.9999943626971799
408,"('prism', 'GAP', 'MLP')","('uni', 'GAP', 'xgb')",499.0,0.11852515531882091
409,"('prism', 'GAP', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",12.0,0.9999999999499778
410,"('prism', 'GAP', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",13.0,0.9999999283763139
411,"('prism', 'GAP', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",2.0,0.999999999998181
412,"('prism', 'GAP', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",0.0,1.0
413,"('prism', 'GAP', 'lr')","('prism', 'GAP', 'xgb')",805.0,1.2460077414289117e-10
414,"('prism', 'GAP', 'lr')","('prism', 'PRISM', 'MLP')",83.0,0.9999908294608079
415,"('prism', 'GAP', 'lr')","('prism', 'PRISM', 'lr')",131.0,0.9999614562102579
416,"('prism', 'GAP', 'lr')","('prism', 'PRISM', 'xgb')",101.0,0.9999959236201903
417,"('prism', 'GAP', 'lr')","('prism', 'abmil-1_heads', 'MLP')",177.0,0.9993845965836954
418,"('prism', 'GAP', 'lr')","('prism', 'abmil-8_heads', 'MLP')",177.0,0.9993845965836954
419,"('prism', 'GAP', 'lr')","('prism', 'gabmil-1_heads', 'MLP')",171.0,0.9995543915401868
420,"('prism', 'GAP', 'lr')","('prism', 'gabmil-8_heads', 'MLP')",150.0,0.9998680401276943
421,"('prism', 'GAP', 'lr')","('resnet18', 'GAP', 'MLP')",782.0,6.004484021104872e-09
422,"('prism', 'GAP', 'lr')","('resnet18', 'GAP', 'lr')",779.0,9.054929250851274e-09
423,"('prism', 'GAP', 'lr')","('resnet18', 'GAP', 'xgb')",784.0,4.527464625425637e-09
424,"('prism', 'GAP', 'lr')","('resnet18', 'abmil-1_heads', 'MLP')",792.0,1.3487806427292526e-09
425,"('prism', 'GAP', 'lr')","('resnet18', 'abmil-8_heads', 'MLP')",791.0,1.5816112863831222e-09
426,"('prism', 'GAP', 'lr')","('resnet18', 'gabmil-1_heads', 'MLP')",791.0,1.5816112863831222e-09
427,"('prism', 'GAP', 'lr')","('resnet18', 'gabmil-8_heads', 'MLP')",794.0,9.722498361952603e-10
428,"('prism', 'GAP', 'lr')","('uni', 'GAP', 'MLP')",743.0,5.278707249090075e-07
429,"('prism', 'GAP', 'lr')","('uni', 'GAP', 'lr')",502.0,0.05903102918571102
430,"('prism', 'GAP', 'lr')","('uni', 'GAP', 'xgb')",740.0,7.025937520666048e-07
431,"('prism', 'GAP', 'lr')","('uni', 'abmil-1_heads', 'MLP')",98.0,0.9999344474626488
432,"('prism', 'GAP', 'lr')","('uni', 'abmil-8_heads', 'MLP')",213.0,0.9965224035568099
433,"('prism', 'GAP', 'lr')","('uni', 'gabmil-1_heads', 'MLP')",142.0,0.9999201298205662
434,"('prism', 'GAP', 'lr')","('uni', 'gabmil-8_heads', 'MLP')",153.0,0.9998416073749468
435,"('prism', 'GAP', 'xgb')","('prism', 'PRISM', 'MLP')",0.0,1.0
436,"('prism', 'GAP', 'xgb')","('prism', 'PRISM', 'lr')",6.0,0.999999999990905
437,"('prism', 'GAP', 'xgb')","('prism', 'PRISM', 'xgb')",0.0,1.0
438,"('prism', 'GAP', 'xgb')","('prism', 'abmil-1_heads', 'MLP')",20.0,0.9999999997207851
